"On the Eastern Front, Soviet forces of the 1st and","1944-7-3","On the Eastern Front, Soviet forces of the 1st and 3rd Belorussian Fronts complete the capture of Minsk. German forces of the 4th Army, which has been pinned by 2nd Belorussian Front, are now trapped east of the city. German casualties and equipment losses are severe. Most of the forces of German Army Group Center are in disarray."
"On Mindanao,Philippines the US 24th Division organ","1945-7-4","On Mindanao,Philippines the US 24th Division organizes an amphibious expeditionary force to liberate Sarangani Bay, in the south of the island, south of Davao. Filipino guerrilla forces assist in clearing out the Japanese pockets of resistance."
"On Borneo, reinforcements for troops of the Austra","1945-7-5","On Borneo, reinforcements for troops of the Australian 7th Division are landed near Penadjim Point in Balikpapan Bay. Australian forces have cleared most of the oil producing area in the immediate vicinity."
"At Mers-el-Kebir, Algeria the French battle cruise","1940-7-6","At Mers-el-Kebir, Algeria the French battle cruiser Dunkerque  is crippled by Swordfish torpedo-bombers from HMS Ark Royal."
"US Task Force 38 aircraft, 1022 in all, raid 70 ai","1945-7-10","US Task Force 38 aircraft, 1022 in all, raid 70 air bases in the Tokyo area, destroying 173 Japanese planes. Only light anti-aircraft fire is encountered. This is the first time that elements of the US 3rd Fleet have attacked Tokyo. Included in the task force carrying out the raids are the aircraft carriers Lexington, Essex, Independence  and San Jacinto, the battleships Indiana, Massachusetts, South Dakota and Iowa, the cruisers Chicago, San Juan, Springfield and Atlanta and 14 destroyers. Tokyo radio refers to the dark shadow of invasion in mention of the raid."
"In France German forces counterattack the US 1st A","1944-7-11","In France German forces counterattack the US 1st Army. The German Panzerlehr Division spearheads the assault against US 9th Division southwest of St. Jean de Daye. US forces hold. The British 2nd Army continues a slow advance. The 8th Corps captures Hill 112, southwest of Caen. Naval gunfire supports operations around the city."
"In Russia the pockets earlier surrounded by Army G","1943-7-9","In Russia the pockets earlier surrounded by Army Group Center have now all been cleared. At least 300,000 prisoners have been taken and more than 40 divisions have been eliminated from the Soviet Order of Battle. The panzer forces of Army Group Center are reorganized and have now crossed both the Dniepr and the Dvina, aiming to encircle Smolensk. Meanwhile, in the Ukraine, Zhitomir, less than 90 miles from Kiev, falls to forces of German Army Group South."
"In Berlin, British Field Marshal Montgomery, stand","1945-7-12","In Berlin, British Field Marshal Montgomery, standing beneath the Brandenburg Gate, awarded Soviet Marshal Zhukov with the Grand Cross of the Order of Bath. Acting as the representative of the King, Montgomery also awarded Marshal Rokossovsky with the KCB and Generals Sokolovsky and Malinin with the KBE. The British King's Company of the Grenadier Guards formed the guard of honor and tanks of the King's 8th Royal Irish Hussars were drawn up on either side. The ceremony was held in front of a banner proclaiming Glory to the Soviet forces who planted the flag of victory over Berlin."
"The German advance continues and the Luga River is","1941-7-14","The German advance continues and the Luga River is reached in the northern front. Meanwhile, Red Army artillery forces launch an experimental artillery battery of seven Katyusha launchers at Orsha in Belarus. The weapon was also known as a Stalin Organ (or Stalinorgel in German), so named by German troops due to the sound of its rockets, and its organ-like appearance (the missile tubes were arranged in parallel along its back, just as organ tubes are arranged). It was used on many platforms during World War II, mounted on trucks (including Studebaker US6s provided by the United States Lend Lease program), on tanks, and occasionally even on tracked artillery tractors. The attack is made on a German-held railhead causing substantial damage and panic."
"In Sicily, General Patton forms a provisional corp","1942-7-15","In Sicily, General Patton forms a provisional corps to advance on the west of the island while US 2nd Corps (Bradley) drives northward. In Catania the Axis forces retreat behind the Simeto River."
"At an important meeting Hitler, Goring, Bormann an","1941-7-16","At an important meeting Hitler, Goring, Bormann and Rosenberg decide on plans for the exploitation of the territory begin captured from the Soviets. Rosenberg is put in charge of a new ministry with the task of organizing the new lands for Germany's economic benefit and eliminating Jews and Communists."
"Montenegro (then part of Serbia) starts the first","1941-7-13","Montenegro (then part of Serbia) starts the first popular uprising in Europe against the Axis Powers"
"Born Today: Napoleon Bonaparte (French Emporer),","1-8-15","Born Today: Napoleon Bonaparte (French Emporer),  Julia Child (chef), Ben Affleck (actor), Adam Yauch (MCA/Beastie Boys)"
"The first Anglo-American carrier air strike on the","1945-7-17","The first Anglo-American carrier air strike on the Tokyo area is conducted by the forces of the British Pacific Fleet , designated Task Force 37, and the US 3rd Fleet. During the night, the HMS King George V and 5 US battleships bombard Hitachi on Honshu. The Allied battleships fire some 2000 tons of shells on Hitachi in fifty minutes."
"Most of the town of St. Lo is occupied by elements","1944-7-18","Most of the town of St. Lo is occupied by elements of the US 19th Corps (part of US 1st Army). The British 2nd Army launches Operation Goodwood. A preparatory bombardment involves over 2200 aircraft including 1000 RAF heavy bombers dropping more than 7000 tons of bombs on the German defenses. British and Canadian forces push from east of the Orne River southward in the direction of the high ground beyond Caen. Initially, the Allied troops make good progress but no breakthrough is achieved."
"American forces in Sicily advance quickly to the n","1943-7-19","American forces in Sicily advance quickly to the north and west. On the east coast, the British continue to be held. Montgomery alters the weight of his offensive further inland toward Gerbini, Agira and Leonforte."
"Shortly after noon, a bomb explodes in the confere","1944-7-20","Shortly after noon, a bomb explodes in the conference room at Hitler's headquarters at Rastenburg, in East Prussia. The bomb was planted by Colonel Count von Stauffenberg - it was the third time he had carried the briefcase bomb into a meeting! The conspirators include General Beck, Carl Gordeler, Field Marshal Witzleben and General Halder. Most of them are either aristocrats or Roman Catholics. Many others know about the plot, including Rommel, Kluge and Canaris. After it becomes clear that Hitler has survived, the plot falls apart. Several of the leading participants, including Stauffenberg, are arrested and shot in Berlin by the end of the day - approximately 200 people were executed."
"Rommel sends a complete report to German Armed For","1942-7-21","Rommel sends a complete report to German Armed Forces High Command concerning his shortages. The British using Ultra intercept the information and decide to mount a major attack against him. Despite a 3 to 1 advantage in tanks, the British attack fails. There is mounting disillusionment from the soldiers at the way the armor is being utilized in these battles."
